id,observed_on_string,observed_on,time_observed_at,time_zone,user_login,updated_at,quality_grade,license,url,image_url,tag_list,num_identification_agreements,num_identification_disagreements,captive_cultivated,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
12516345,2017/11/03 ,2017-11-03,,Montevideo,gusper,2022-02-19 18:51:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12516345,https://inaturalist-open-data.s3.amazonaws.com/photos/18071340/medium.jpg,"",3,0,false,"Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.8605278663,-55.9950184531,31,,,,31,,open,false,,,Liolaemus wiegmannii,Liolaemus wiegmannii,Lagartija de Wiegmann,Reptilia,39101
12933957,2014-03-13 12:01:07 PM GMT-03:00,2014-03-13,2014-03-13 12:01:07 UTC,UTC,camiloschettini,2022-02-26 05:50:40 UTC,research,,https://www.inaturalist.org/observations/12933957,https://static.inaturalist.org/photos/18794151/medium.jpeg,"",4,0,false,"Unnamed Road, 27204 Rocha, Uruguay",-34.0327949778,-53.5399888828,2752,,,,2752,,open,false,,,Contomastix lacertoides,Contomastix lacertoides,Lagartija del pedregal serrano,Reptilia,964780
13098429,2017/01/12 12:10 PM -02,2017-01-12,,Brasilia,liuid,2018-06-14 10:18:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/13098429,https://inaturalist-open-data.s3.amazonaws.com/photos/19082313/medium.jpg,"",2,0,false,"Departamento de Maldonado, Uruguay",-34.864523255,-55.2571177295,164,,,,164,,open,false,,,Tegu blanco y negro,Salvator merianae,Lagarto Overo,Reptilia,318758
14085386,2017-10-12 12:12:46 p. m. GMT-03:00,2017-10-12,2017-10-12 09:12:46 UTC,Baghdad,marcelo6388,2018-07-09 23:47:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/14085386,https://inaturalist-open-data.s3.amazonaws.com/photos/20854256/medium.jpeg,"",3,0,false,"Camino Nacional a Minas, Departamento de Lavalleja, Uruguay",-34.3635416667,-55.4064816667,2,,,,2,,open,false,,,Tegu blanco y negro,Salvator merianae,Lagarto Overo,Reptilia,318758
15379729,2013/10/13 4:01 PM -03,2013-10-13,,Buenos Aires,carancho,2020-01-05 16:54:08 UTC,research,CC-BY,https://www.inaturalist.org/observations/15379729,https://inaturalist-open-data.s3.amazonaws.com/photos/23044569/medium.jpeg,"",3,0,false,"Nueva Helvecia, Colonia, Uruguay",-34.3042878,-57.2310521,3990,,,,3990,,open,false,,,Culebra verde y amarilla,Erythrolamprus poecilogyrus,Culebra verde y amarilla,Reptilia,539693
16190411,2018/08/18 2:30 PM CDT,2018-08-18,2018-08-18 19:30:00 UTC,Central Time (US & Canada),dianafr,2022-02-21 03:04:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/16190411,https://inaturalist-open-data.s3.amazonaws.com/photos/24284047/medium.jpg,"",2,0,false,"Iporá, Maldonado, Departamento de Maldonado, Uruguay",-34.9114592222,-54.9682953889,,,,,,,open,false,,,King's Worm Lizard,Amphisbaena kingii,Anfisbena de quilla,Reptilia,31747
16362974,2018-09-09 4:12:00 PM GMT-03:00,2018-09-09,2018-09-09 13:12:00 UTC,Baghdad,masai,2021-06-07 20:15:18 UTC,research,,https://www.inaturalist.org/observations/16362974,https://static.inaturalist.org/photos/24600294/medium.jpg,"",3,0,false,"103, Estacion La Floresta, Departamento de Canelones, Uruguay",-34.7335618045,-55.6742266193,2104,,,,2104,,open,false,gps,gps,Culebra del Pastizal,Philodryas patagoniensis,Culebra del Pastizal,Reptilia,1250061
17602034,2015-02-13,2015-02-13,,Buenos Aires,romigaleota,2021-10-28 15:30:43 UTC,research,CC-BY,https://www.inaturalist.org/observations/17602034,https://inaturalist-open-data.s3.amazonaws.com/photos/26802981/medium.jpg,"",1,0,false,Uruguay,-33.8504560598,-53.5999270842,2543,,,,28902,,obscured,true,,google,Tortuga prieta,Chelonia mydas,Tortuga verde,Reptilia,39659
17602270,2015-02-16,2015-02-16,,Buenos Aires,romigaleota,2021-10-28 15:30:43 UTC,research,CC-BY,https://www.inaturalist.org/observations/17602270,https://inaturalist-open-data.s3.amazonaws.com/photos/26803338/medium.jpg,"",2,0,false,Uruguay,-33.9787372863,-53.4346817025,2543,,,,28902,,obscured,true,,google,Tortuga prieta,Chelonia mydas,Tortuga verde,Reptilia,39659
17602307,2015-02-16,2015-02-16,,Buenos Aires,romigaleota,2021-10-28 15:30:43 UTC,research,CC-BY,https://www.inaturalist.org/observations/17602307,https://inaturalist-open-data.s3.amazonaws.com/photos/26803359/medium.jpg,"",5,0,false,Uruguay,-33.9741142845,-53.5717878218,2543,,,,28902,,obscured,true,,google,Acanthochelys spixii,Acanthochelys spixii,Tortuga canaleta mesopotámica,Reptilia,39611
17602319,2015-02-16,2015-02-16,,Buenos Aires,romigaleota,2021-10-28 15:30:43 UTC,research,CC-BY,https://www.inaturalist.org/observations/17602319,https://inaturalist-open-data.s3.amazonaws.com/photos/26803369/medium.jpg,"",2,0,false,la coronilla uruguay,-33.889896,-53.525696,2543,,,,2543,,open,false,,google,Tegu blanco y negro,Salvator merianae,Lagarto Overo,Reptilia,318758
17769157,2018/10/23 9:41 AM -03,2018-10-23,,Montevideo,surpopp,2021-12-12 23:21:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17769157,https://inaturalist-open-data.s3.amazonaws.com/photos/27106250/medium.jpeg,"",4,0,false,"Colonia Department, Uruguay",-34.0187333333,-58.2137027778,10,,,,10,,open,false,,,Uruguayan Coral Snake,Micrurus altirostris,Coralillo uruguaya,Reptilia,105866
17769788,2018/10/14 2:21 PM -03,2018-10-14,,Montevideo,surpopp,2021-12-12 23:21:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17769788,https://inaturalist-open-data.s3.amazonaws.com/photos/27107066/medium.jpg,"",2,0,false,"Colonia Department, Uruguay",-34.0190579084,-58.2135275545,122,,,,122,,open,false,,,Brazilian Green Racer,Philodryas aestiva,Culebra esmeralda,Reptilia,146349
17769789,2018/10/14 2:23 PM -03,2018-10-14,,Montevideo,surpopp,2021-12-12 23:21:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17769789,https://inaturalist-open-data.s3.amazonaws.com/photos/27107078/medium.jpg,"",2,0,false,"Colonia Department, Uruguay",-34.0189506043,-58.2132700624,244,,,,244,,open,false,,,Brazilian Green Racer,Philodryas aestiva,Culebra esmeralda,Reptilia,146349
17769822,2018/08/24 11:53 AM -03,2018-08-24,,Montevideo,surpopp,2022-02-21 03:11:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17769822,https://inaturalist-open-data.s3.amazonaws.com/photos/27107359/medium.jpg,"",2,1,false,"Colonia Department, Uruguay",-34.0195166667,-58.2135883333,5,,,,5,,open,false,,,Military Ground Snake,Erythrolamprus miliaris,,Reptilia,539689
17769823,2018/08/24 11:53 AM -03,2018-08-24,,Montevideo,surpopp,2022-02-21 03:13:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17769823,https://inaturalist-open-data.s3.amazonaws.com/photos/27107376/medium.jpg,"",3,1,false,"Colonia Department, Uruguay",-34.0195166667,-58.2135883333,5,,,,5,,open,false,,,Military Ground Snake,Erythrolamprus miliaris,,Reptilia,539689
18305944,Sat Nov 10 2018 12:53:36 GMT-0300 (GMT-3),2018-11-10,2018-11-10 14:53:36 UTC,Brasilia,valentina154,2021-04-15 00:09:16 UTC,research,,https://www.inaturalist.org/observations/18305944,https://static.inaturalist.org/photos/27970027/medium.jpg,"",3,1,false,"Sección 07, , Lavalleja, UY",-34.3279,-54.9961616667,10,,,,10,,open,false,,,Tegu blanco y negro,Salvator merianae,Lagarto Overo,Reptilia,318758
18555433,Thu Nov 22 2018 08:31:46 GMT-0300 (GMT-3),2018-11-22,2018-11-22 10:31:46 UTC,Brasilia,mstrimas,2021-02-20 03:58:51 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/18555433,https://inaturalist-open-data.s3.amazonaws.com/photos/28388163/medium.jpg,"",4,0,false,"Ruta 14 Brigadier General Venancio Flores, Sección 05, Rocha, UY",-33.9082333333,-53.7314033333,5,,,,5,,,false,,,Tortuga de panza negra,Trachemys dorbigni,Morrocoyo,Reptilia,39797
18651023,Sat Nov 24 2018 10:47:28 GMT-0300 (GMT-3),2018-11-24,2018-11-24 12:47:28 UTC,Brasilia,cece_uy,2019-12-10 14:38:05 UTC,research,,https://www.inaturalist.org/observations/18651023,https://static.inaturalist.org/photos/28550647/medium.jpg,"",2,0,false,"Sección 04, Sección 04, Tacuarembó, UY",-31.9073383333,-55.4987666667,5,,,,5,,,false,,,Tortuga de panza negra,Trachemys dorbigni,Morrocoyo,Reptilia,39797
18766773,2018/11/29 3:02 PM CST,2018-11-29,2018-11-29 21:02:00 UTC,Central Time (US & Canada),ccanet,2018-12-02 17:11:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18766773,https://inaturalist-open-data.s3.amazonaws.com/photos/28739796/medium.jpeg,"",1,0,false,"Flores Department, Uruguay",-33.4776301728,-57.0134752712,62,,,,62,,open,false,,,Argentine Black-and-white Tegu,Salvator merianae,Lagarto Overo,Reptilia,318758
18766853,2018/11/29 3:13 PM CST,2018-11-29,2018-11-29 21:13:00 UTC,Central Time (US & Canada),ccanet,2022-02-21 03:15:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18766853,https://inaturalist-open-data.s3.amazonaws.com/photos/28739978/medium.jpeg,"",2,0,false,"Flores Department, Uruguay",-33.4776122749,-57.0133894405,28,,,,28,,open,false,,,Argentine Black-and-white Tegu,Salvator merianae,Lagarto Overo,Reptilia,318758
18900943,2018/06/19 12:20 PM -04,2018-06-19,,Santiago,pablobaldu,2021-12-13 00:26:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18900943,https://inaturalist-open-data.s3.amazonaws.com/photos/28966441/medium.jpeg,"",4,0,false,"Ciudad del Plata, Departamento de San José, Uruguay",-34.7579346307,-56.4336872626,31,,,,31,,open,false,,,Culebra del Pastizal,Philodryas patagoniensis,Culebra del Pastizal,Reptilia,1250061
18901123,2017/04/30 11:22 AM -03,2017-04-30,,Santiago,pablobaldu,2021-12-13 00:26:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18901123,https://inaturalist-open-data.s3.amazonaws.com/photos/28966817/medium.jpeg,"",5,0,false,"Departamento de San José, Uruguay",-34.1161309392,-56.960314218,15,,,,15,,open,false,,,Culebra verde y amarilla,Erythrolamprus poecilogyrus,Culebra verde y amarilla,Reptilia,539693
19117839,2018/12/16 10:34 AM -03,2018-12-16,,Montevideo,rafatosi,2021-12-29 17:50:47 UTC,research,CC-BY,https://www.inaturalist.org/observations/19117839,https://inaturalist-open-data.s3.amazonaws.com/photos/29344002/medium.jpeg,"",1,0,false,Casa Padres,-34.4450003329,-57.8567202581,22,,,,22,,open,false,,,Amphisbaena darwinii,Amphisbaena darwinii,Vibora Ciega,Reptilia,539252
19156747,2018-12-21 2:38:00 PM GMT-03:00,2018-12-21,2018-12-21 11:38:00 UTC,Baghdad,mirmeleon,2021-04-14 20:36:06 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/19156747,https://inaturalist-open-data.s3.amazonaws.com/photos/29414508/medium.jpg,"",2,0,false,"Sitio Grande 1195, 11800 Montevideo, Uruguay",-34.8742666016,-56.1989418045,175,,,,175,,,false,gps,gps,Black-bellied Slider,Trachemys dorbigni,Morrocoyo,Reptilia,39797
19299557,2018-11-27 10:43:06 AM GMT-03:00,2018-11-27,2018-11-27 07:43:06 UTC,Baghdad,alexander233,2021-02-20 03:59:29 UTC,research,,https://www.inaturalist.org/observations/19299557,https://static.inaturalist.org/photos/29667039/medium.jpeg,"",6,0,false,"Unnamed Road, Departamento de Flores, Uruguay",-33.2739067078,-57.2307319641,,,,,,,open,false,gps,gps,falsa yarará de hocico ñato,Xenodon dorbignyi,falsa yarará de hocico ñato,Reptilia,146537
19701177,Wed Jan 16 2019 11:55:59 GMT-0200 (GMT-2),2019-01-16,2019-01-16 13:55:59 UTC,Mid-Atlantic,andycaruso,2019-01-19 02:40:58 UTC,research,,https://www.inaturalist.org/observations/19701177,https://static.inaturalist.org/photos/30348658/medium.jpg,"",3,0,false,"Sección 05, Sección 05, Departamento de Rocha, UY",-33.9718633333,-53.5307716667,5,,,,5,,open,false,,,Argentine Black-and-white Tegu,Salvator merianae,Lagarto Overo,Reptilia,318758
19841500,2019/01/22 5:22 PM -03,2019-01-22,,Montevideo,rafatosi,2022-02-21 03:22:05 UTC,research,CC-BY,https://www.inaturalist.org/observations/19841500,https://inaturalist-open-data.s3.amazonaws.com/photos/30589415/medium.jpg,"",2,0,false,Playa Los Verdes,-34.4394262258,-57.8764663664,61,,,,61,,open,false,,,Liolaemus wiegmannii,Liolaemus wiegmannii,Lagartija de Wiegmann,Reptilia,39101
19841501,2019/01/22 5:07 PM -03,2019-01-22,,Montevideo,rafatosi,2021-12-29 17:50:47 UTC,research,CC-BY,https://www.inaturalist.org/observations/19841501,https://inaturalist-open-data.s3.amazonaws.com/photos/30589418/medium.jpg,"",1,0,false,Playa Los Verdes,-34.4394262258,-57.8764663664,55,,,,55,,open,false,,,Teius oculatus,Teius oculatus,Lagartija verde común,Reptilia,113828
19995259,Tue Jan 22 2019 11:19:34 GMT-0300 (GMT-3),2019-01-22,2019-01-22 13:19:34 UTC,Brasilia,patriciovillalba,2021-10-27 13:46:41 UTC,research,,https://www.inaturalist.org/observations/19995259,https://static.inaturalist.org/photos/30861606/medium.jpg,"",2,0,false,"General Manuel Belgrano, Sección 05, Rocha, UY",-34.0442916667,-53.5401466667,5,,,,5,,open,false,,,Teiú-gigante,Salvator merianae,Lagarto Overo,Reptilia,318758
20039569,Sat Feb 02 2019 12:01:39 GMT-0300 (GMT-3),2019-02-02,2019-02-02 14:01:39 UTC,Brasilia,phviny,2019-02-12 20:53:27 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/20039569,https://inaturalist-open-data.s3.amazonaws.com/photos/30938021/medium.jpg,"",2,0,false,"n.a339, UY-MA, UY",-34.8150635169,-55.251553947,16,,,,16,,open,false,,,Argentine Black-and-white Tegu,Salvator merianae,Lagarto Overo,Reptilia,318758
20241808,2012/02/12 11:04 AM -02,2012-02-12,,Montevideo,pablobaldu,2022-02-19 18:58:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20241808,https://inaturalist-open-data.s3.amazonaws.com/photos/31241320/medium.jpg,"",4,0,false,"Aires Puros, Montevideo, Uruguay",-34.8562054342,-56.1928428187,25,,,,25,,,false,,,Amphisbaena darwinii,Amphisbaena darwinii,Vibora Ciega,Reptilia,539252
20242196,2017/02/27 9:49 PM -03,2017-02-27,,Montevideo,pablobaldu,2021-12-13 00:26:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20242196,https://inaturalist-open-data.s3.amazonaws.com/photos/48011696/medium.jpeg,"",4,0,false,"Departamento de Canelones, Uruguay",-34.6742112271,-55.7963989671,213,,,,213,,,false,,,South-American Snake-headed Turtle,Hydromedusa tectifera,Tortuga cuello de serpiente,Reptilia,39633
20242339,2018/10/16 4:21 PM -03,2018-10-16,,Montevideo,pablobaldu,2021-12-13 00:26:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20242339,https://inaturalist-open-data.s3.amazonaws.com/photos/31242420/medium.jpeg,"",2,0,false,"Cerro Colorado, Florida, Uruguay",-33.8686133688,-55.5704809902,1019,,,,1019,,open,false,,,Argentine Black-and-white Tegu,Salvator merianae,Lagarto Overo,Reptilia,318758
20308804,2002-03-22 00:00:00,2002-03-22,2002-03-22 05:00:00 UTC,Eastern Time (US & Canada),kristofz,2022-01-02 18:47:12 UTC,research,CC-BY,https://www.inaturalist.org/observations/20308804,https://static.inaturalist.org/photos/31356569/medium.jpg,"snake, Viperidae, Crotalinae, Bothrops, alternatus, Uruguay, urutu, lancehead, Viperidae: Bothrops alternatus (Urutu Lancehead)",10,0,false,"Cerro Largo, Uruguay",-32.452,-54.111,,,,,,,,false,,"","víbora de la cruz, crucera",Bothrops alternatus,Crucera,Reptilia,539037
